,15853,13210,14732,14729,13808,14735,12908,14733,14431,15631,15591,14563,15847,13870,14939,14562,15467,12907,14428,15849,14193,15580,15848,12909,14349,15466,14736,14565,13809,12480,15463,12906,14351,12680,13225,14567,14935,14559,14719,14333,14734
wang,0,0,0.00179211469534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
synchronizable,0,0,0,0,0,0,0.00242130750605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trackid,0,0.010162601626,0,0,0.00239520958084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0099173553719,0,0,0,0
duration2000,0,0,0,0,0,0,0.00484261501211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
want,0,0,0,0.0123966942149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191938579655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212765957447
david,0,0,0,0,0,0,0,0,0.00537634408602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
representationassociationtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395256916996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
end,0,0,0,0,0,0.00645161290323,0.0121065375303,0,0.010752688172,0,0,0.00231749710313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069033530572,0,0,0,0,0,0,0,0,0,0,0,0
tbas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178298522669,0,0,0,0,0,0,0,0,0,0,0,0,0.00384615384615,0,0,0,0,0
provide,0.00438596491228,0.00609756097561,0,0,0,0,0,0.00645161290323,0,0,0,0,0.00482392667631,0.00302571860817,0.00395256916996,0.00623052959502,0,0,0,0,0.00378787878788,0.00228050171038,0,0,0.00396825396825,0,0,0,0,0.00462304409673,0,0.0163043478261,0.00398406374502,0.00653594771242,0.0075329566855,0,0.00330578512397,0.00469483568075,0,0,0
ORGANISATION,0.00438596491228,0.00406504065041,0.00358422939068,0.00413223140496,0,0.00645161290323,0.00484261501211,0,0.010752688172,0,0,0,0,0,0.00790513833992,0.00623052959502,0,0.00542005420054,0.003125,0,0,0,0,0.010989010989,0,0.00414078674948,0.00383877159309,0.0080971659919,0,0,0,0.0108695652174,0.00796812749004,0,0,0,0.00330578512397,0,0,0,0.00425531914894
width800,0,0,0,0,0.00239520958084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feature,0,0,0,0,0,0,0,0,0,0,0,0.00231749710313,0,0,0.0158102766798,0.00934579439252,0,0,0,0,0,0,0,0,0,0.00828157349896,0.00383877159309,0,0,0,0.00778816199377,0.0054347826087,0,0,0,0,0,0,0,0,0
playback,0,0.00406504065041,0,0.00413223140496,0.00479041916168,0,0,0,0,0,0,0,0,0,0,0,0,0.00542005420054,0.003125,0,0,0,0,0,0,0,0.00959692898273,0,0,0.0049786628734,0,0,0,0.00280112044818,0,0,0,0,0,0,0.00425531914894
lowlatency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00684150513113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
visualsampleentry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026455026455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
config,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00591715976331,0,0,0,0,0,0,0,0,0,0,0,0
description,0,0.00609756097561,0,0.00413223140496,0,0,0,0.0036866359447,0,0,0,0,0,0.00453857791225,0,0.00934579439252,0,0,0.009375,0,0.00631313131313,0,0,0,0.0357142857143,0,0,0,0,0,0,0,0,0.0046685340803,0.00235404896422,0.0105769230769,0.00495867768595,0.00586854460094,0,0,0.00425531914894
Carriage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00317796610169,0,0,0,0,0,0,0,0,0.00414078674948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parallel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398406374502,0,0,0,0,0,0,0,0
vector1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395256916996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vector1a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395256916996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
third,0,0,0,0,0,0,0,0,0.00537634408602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bootstrap,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sylvain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311526479751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
